zip,province,building_type,bedroom,construction_Year,price,heating_type,land_surface
2350,Antwerp,HOUSE,3,2006,399000,GAS,169
2830,Antwerp,HOUSE,3,2023,549300,GAS,459
2870,Antwerp,HOUSE,3,1993,779000,GAS,2864
2300,Antwerp,HOUSE,3,1963,299000,GAS,132
2160,Antwerp,HOUSE,4,1976,395000,GAS,200
2850,Antwerp,HOUSE,4,1949,320000,FUELOIL,189
2260,Antwerp,HOUSE,6,1988,550000,FUELOIL,2048
2500,Antwerp,HOUSE,6,1920,4500000,FUELOIL,44441
2900,Antwerp,HOUSE,3,1956,719000,GAS,1190
2400,Antwerp,HOUSE,3,1954,229000,PELLET,330
2300,Antwerp,HOUSE,1,1950,295000,GAS,260
2900,Antwerp,HOUSE,10,1903,1095000,GAS,2015
2370,Antwerp,HOUSE,2,1950,279000,FUELOIL,289
2440,Antwerp,HOUSE,2,1957,330000,FUELOIL,1615
2540,Antwerp,HOUSE,3,1973,435000,GAS,196
2280,Antwerp,HOUSE,3,2012,925000,GAS,1228
2370,Antwerp,HOUSE,4,1991,445000,GAS,1910
2180,Antwerp,HOUSE,4,1964,339000,GAS,320
2235,Antwerp,HOUSE,4,1978,365000,GAS,651
2340,Antwerp,HOUSE,3,1960,249000,FUELOIL,300
2650,Antwerp,HOUSE,3,1962,479000,GAS,216
2220,Antwerp,HOUSE,3,1978,398000,GAS,1336
2300,Antwerp,HOUSE,3,1981,385000,GAS,148
2180,Antwerp,HOUSE,3,1964,299000,GAS,130
2180,Antwerp,HOUSE,4,1960,339000,GAS,101
2830,Antwerp,HOUSE,2,1925,254000,GAS,186
2280,Antwerp,HOUSE,4,1945,695000,FUELOIL,1537
2100,Antwerp,HOUSE,3,2020,519000,GAS,20000
2500,Antwerp,HOUSE,4,1963,484500,GAS,185
2800,Antwerp,HOUSE,3,1950,649000,GAS,200
2950,Antwerp,HOUSE,4,2013,725000,GAS,916
2300,Antwerp,HOUSE,4,1939,439000,GAS,248
2270,Antwerp,HOUSE,3,2002,465000,GAS,591
2300,Antwerp,HOUSE,12,1984,1695000,GAS,504
2100,Antwerp,HOUSE,3,1968,599000,GAS,357
2230,Antwerp,HOUSE,3,2021,525000,GAS,876
2950,Antwerp,HOUSE,2,1985,725000,GAS,2013
2950,Antwerp,HOUSE,2,1989,359000,GAS,190
2660,Antwerp,HOUSE,4,1966,375000,GAS,198
2160,Antwerp,HOUSE,3,1990,529000,GAS,946
2018,Antwerp,HOUSE,8,1882,850000,GAS,164
2880,Antwerp,HOUSE,3,1969,365000,GAS,400
2280,Antwerp,HOUSE,3,1998,479000,GAS,567
2400,Antwerp,HOUSE,3,1965,389000,GAS,1831
2020,Antwerp,HOUSE,2,1950,285000,GAS,129
2040,Antwerp,HOUSE,2,1992,335000,ELECTRIC,445
2980,Antwerp,HOUSE,5,1973,495000,GAS,820
2920,Antwerp,HOUSE,3,1970,395000,GAS,843
2140,Antwerp,HOUSE,3,1945,499000,FUELOIL,247
2018,Antwerp,HOUSE,6,2023,924000,GAS,426
2440,Antwerp,HOUSE,5,1959,275000,GAS,800
2531,Antwerp,HOUSE,3,1965,350000,FUELOIL,382
2382,Antwerp,HOUSE,5,1771,1295000,FUELOIL,6090
2610,Antwerp,HOUSE,2,1976,349500,FUELOIL,98
2243,Antwerp,HOUSE,2,1983,449000,GAS,561
2430,Antwerp,HOUSE,3,1969,329000,GAS,276
2800,Antwerp,HOUSE,3,1948,358000,GAS,159
2390,Antwerp,HOUSE,4,1993,550000,GAS,840
2300,Antwerp,HOUSE,2,1920,139000,GAS,54
2170,Antwerp,HOUSE,8,1955,675000,GAS,354
2300,Antwerp,HOUSE,3,1971,424000,FUELOIL,318
2640,Antwerp,HOUSE,12,1964,1195000,GAS,481
2970,Antwerp,HOUSE,2,1954,745000,GAS,900
2940,Antwerp,HOUSE,3,1980,460000,GAS,697
2980,Antwerp,HOUSE,4,2008,569000,GAS,796
2200,Antwerp,HOUSE,3,1944,895000,GAS,3960
2950,Antwerp,HOUSE,3,1967,398000,GAS,574
2550,Antwerp,HOUSE,4,2010,494500,GAS,194
2520,Antwerp,HOUSE,2,1963,220000,FUELOIL,1154
2660,Antwerp,HOUSE,4,1965,415000,GAS,319
2880,Antwerp,HOUSE,4,1972,319000,GAS,224
2930,Antwerp,HOUSE,4,1977,359000,GAS,378
2400,Antwerp,HOUSE,3,1966,299000,FUELOIL,1329
2360,Antwerp,HOUSE,3,1949,349000,GAS,470
2018,Antwerp,HOUSE,4,1899,599000,GAS,60
2220,Antwerp,HOUSE,2,1958,430000,GAS,291
2990,Antwerp,HOUSE,2,1976,349500,GAS,580
2860,Antwerp,HOUSE,6,1987,750000,GAS,730
2980,Antwerp,HOUSE,2,1965,399000,FUELOIL,805
2400,Antwerp,HOUSE,5,1957,395000,FUELOIL,837
2180,Antwerp,HOUSE,2,1965,349000,GAS,450
2560,Antwerp,HOUSE,3,1955,329000,GAS,1219
2100,Antwerp,HOUSE,3,1939,285000,GAS,164
2340,Antwerp,HOUSE,3,2001,395000,GAS,334
2140,Antwerp,HOUSE,4,1983,650000,GAS,120
2140,Antwerp,HOUSE,3,1935,259000,GAS,46
2170,Antwerp,HOUSE,11,1955,675000,GAS,354
2930,Antwerp,HOUSE,4,1938,1395000,GAS,1920
2830,Antwerp,HOUSE,4,1955,295000,GAS,350
2000,Antwerp,HOUSE,9,1935,649000,GAS,104
2520,Antwerp,HOUSE,3,2022,412500,GAS,377
2547,Antwerp,HOUSE,3,1976,396000,GAS,400
2850,Antwerp,HOUSE,1,1918,195000,GAS,85
2490,Antwerp,HOUSE,3,1963,310000,GAS,648
2840,Antwerp,HOUSE,3,1992,385000,GAS,336
2100,Antwerp,HOUSE,2,1936,225000,GAS,128
2850,Antwerp,HOUSE,5,1936,549000,GAS,312
2300,Antwerp,HOUSE,3,1957,345000,GAS,265
2970,Antwerp,HOUSE,3,1973,450000,ELECTRIC,760
2950,Antwerp,HOUSE,4,1931,895000,GAS,787
2400,Antwerp,HOUSE,4,1962,289500,FUELOIL,637
2610,Antwerp,HOUSE,4,1995,610000,GAS,214
2230,Antwerp,HOUSE,2,1983,749000,FUELOIL,4781
2100,Antwerp,HOUSE,4,1932,319000,GAS,165
2930,Antwerp,HOUSE,6,1956,1685000,GAS,2127
2280,Antwerp,HOUSE,3,2022,328229,GAS,216
2930,Antwerp,HOUSE,6,1955,5900000,FUELOIL,119480
2150,Antwerp,HOUSE,4,1973,824000,GAS,466
2500,Antwerp,HOUSE,4,1999,990000,GAS,1425
2020,Antwerp,HOUSE,3,1938,735000,GAS,265
2890,Antwerp,HOUSE,3,1960,325000,GAS,423
2600,Antwerp,HOUSE,2,1933,295000,GAS,53
2370,Antwerp,HOUSE,3,2002,539000,GAS,775
2230,Antwerp,HOUSE,3,1983,850000,GAS,3395
2840,Antwerp,HOUSE,5,1978,1095000,GAS,1250
2170,Antwerp,HOUSE,4,1982,398000,GAS,124
2300,Antwerp,HOUSE,3,1969,259000,ELECTRIC,240
2275,Antwerp,HOUSE,4,1770,765000,FUELOIL,3211
2340,Antwerp,HOUSE,3,2016,459000,GAS,300
2180,Antwerp,HOUSE,3,1925,389000,GAS,819
2260,Antwerp,HOUSE,3,1967,289000,FUELOIL,931
2480,Antwerp,HOUSE,3,1966,299000,GAS,378
2170,Antwerp,HOUSE,3,1956,595000,GAS,283
2950,Antwerp,HOUSE,3,1918,295000,GAS,116
2260,Antwerp,HOUSE,5,1994,779000,GAS,3332
2340,Antwerp,HOUSE,4,1932,499000,FUELOIL,1900
2300,Antwerp,HOUSE,4,1918,549000,GAS,556
2100,Antwerp,HOUSE,3,1953,429000,GAS,199
2100,Antwerp,HOUSE,3,1975,339500,GAS,195
2440,Antwerp,HOUSE,4,1963,550000,FUELOIL,17165
2450,Antwerp,HOUSE,3,1960,259000,FUELOIL,622
2800,Antwerp,HOUSE,4,1914,293000,GAS,95
2470,Antwerp,HOUSE,5,1964,279000,FUELOIL,1020
2460,Antwerp,HOUSE,3,1972,499000,FUELOIL,2146
2880,Antwerp,HOUSE,3,1961,315000,GAS,204
2160,Antwerp,HOUSE,4,1953,598000,GAS,635
2550,Antwerp,HOUSE,3,1976,345000,PELLET,276
2360,Antwerp,HOUSE,3,2002,485000,GAS,546
2018,Antwerp,HOUSE,5,1923,399000,GAS,60
2530,Antwerp,HOUSE,4,1962,1150000,GAS,1540
2340,Antwerp,HOUSE,2,2014,390000,GAS,186
2630,Antwerp,HOUSE,4,1990,895000,GAS,924
2060,Antwerp,HOUSE,3,2021,599000,GAS,60
2200,Antwerp,OTHER,1,1966,85000,FUELOIL,1638
2440,Antwerp,HOUSE,3,2002,498000,GAS,424
2170,Antwerp,HOUSE,2,1955,375000,GAS,168
2170,Antwerp,HOUSE,5,1964,479900,GAS,156
2340,Antwerp,HOUSE,8,1971,2800000,FUELOIL,65991
2018,Antwerp,HOUSE,6,1911,1395000,GAS,207
2018,Antwerp,HOUSE,5,1913,1039000,GAS,135
2970,Antwerp,HOUSE,3,1960,525000,GAS,1181
2900,Antwerp,HOUSE,3,1988,725000,GAS,1263
2570,Antwerp,HOUSE,3,1931,249000,GAS,85
2820,Antwerp,HOUSE,6,2022,449000,GAS,1757
2170,Antwerp,HOUSE,4,1970,595000,GAS,309
2490,Antwerp,HOUSE,4,1953,249000,PELLET,975
2020,Antwerp,HOUSE,2,1970,329000,GAS,175
2018,Antwerp,HOUSE,10,2011,930000,GAS,61
2930,Antwerp,HOUSE,2,1976,325000,GAS,1918
2180,Antwerp,HOUSE,3,1974,357000,GAS,182
2350,Antwerp,HOUSE,2,1971,399000,GAS,624
2980,Antwerp,HOUSE,2,1971,599000,GAS,1931
2620,Antwerp,HOUSE,3,1980,399000,GAS,147
2430,Antwerp,HOUSE,3,2022,425000,GAS,1128
2170,Antwerp,HOUSE,10,1903,1095000,GAS,2015
2900,Antwerp,HOUSE,5,1963,399000,FUELOIL,1982
2400,Antwerp,HOUSE,5,1958,279000,FUELOIL,730
2520,Antwerp,HOUSE,3,1989,649000,GAS,1025
2350,Antwerp,HOUSE,3,1974,429000,ELECTRIC,879
2520,Antwerp,HOUSE,2,1967,385000,GAS,260
2800,Antwerp,HOUSE,4,1989,425000,GAS,125
2250,Antwerp,HOUSE,3,1995,629000,GAS,1880
2850,Antwerp,HOUSE,3,1956,335000,GAS,155
2140,Antwerp,HOUSE,7,1901,399900,GAS,155
2360,Antwerp,HOUSE,4,2018,1150000,GAS,1989
2547,Antwerp,HOUSE,5,2022,535000,GAS,612
2900,Antwerp,HOUSE,2,1966,349000,GAS,331
2540,Antwerp,HOUSE,4,1962,1150000,GAS,1540
2170,Antwerp,HOUSE,5,1952,429000,GAS,260
2180,Antwerp,HOUSE,3,1966,450000,GAS,430
2980,Antwerp,HOUSE,3,2013,449000,ELECTRIC,291
2970,Antwerp,HOUSE,5,1997,895000,GAS,2000
2950,Antwerp,HOUSE,4,1951,599000,GAS,473
2940,Antwerp,HOUSE,4,1968,360000,GAS,168
2431,Antwerp,HOUSE,3,1958,299000,FUELOIL,1165
2650,Antwerp,HOUSE,4,1972,475000,GAS,212
2850,Antwerp,HOUSE,3,1927,235000,GAS,60
2950,Antwerp,HOUSE,6,1972,1295000,GAS,11168
2650,Antwerp,HOUSE,2,1923,309800,GAS,294
2430,Antwerp,HOUSE,3,1932,319000,GAS,696
2880,Antwerp,HOUSE,5,2020,810000,ELECTRIC,710
2050,Antwerp,HOUSE,3,1974,549000,GAS,360
2660,Antwerp,HOUSE,3,1970,210000,GAS,85
2600,Antwerp,HOUSE,4,1910,579000,GAS,136
2170,Antwerp,HOUSE,7,1930,419900,GAS,330
2960,Antwerp,HOUSE,5,1910,1200000,GAS,4489
2880,Antwerp,HOUSE,4,1920,325000,ELECTRIC,440
2950,Antwerp,HOUSE,6,1968,2185000,GAS,29612
2300,Antwerp,HOUSE,4,1976,565000,FUELOIL,840
2490,Antwerp,HOUSE,2,1975,319000,FUELOIL,1471
2950,Antwerp,HOUSE,4,2003,2150000,GAS,4942
2930,Antwerp,HOUSE,6,1970,1245000,GAS,3763
2370,Antwerp,HOUSE,3,1965,325000,GAS,318
2170,Antwerp,HOUSE,4,1960,374000,GAS,250
2230,Antwerp,HOUSE,5,1984,495000,GAS,1464
2300,Antwerp,HOUSE,3,1970,325000,GAS,193
2300,Antwerp,HOUSE,2,1899,225000,GAS,115
2630,Antwerp,HOUSE,3,1975,395000,GAS,300
2100,Antwerp,HOUSE,4,1973,824000,GAS,466
2660,Antwerp,HOUSE,3,2007,430000,GAS,175
2180,Antwerp,HOUSE,3,1967,349000,GAS,210
2450,Antwerp,HOUSE,3,1954,295000,GAS,723
2560,Antwerp,HOUSE,3,1961,310000,GAS,295
2350,Antwerp,HOUSE,3,2020,470000,GAS,397
2900,Antwerp,HOUSE,3,1933,495000,GAS,220
2310,Antwerp,HOUSE,5,2011,945000,GAS,1560
2870,Antwerp,HOUSE,2,1959,285000,FUELOIL,562
2800,Antwerp,HOUSE,4,2009,575000,GAS,441
2450,Antwerp,HOUSE,4,2010,639000,GAS,962
2845,Antwerp,HOUSE,3,1995,589000,GAS,199
2350,Antwerp,HOUSE,6,1968,650000,FUELOIL,8212
2640,Antwerp,HOUSE,5,1980,560000,GAS,207
2490,Antwerp,HOUSE,3,1956,329000,GAS,255
2980,Antwerp,HOUSE,3,1990,529000,GAS,1129
2500,Antwerp,HOUSE,6,1875,1590000,GAS,729
2235,Antwerp,HOUSE,5,1983,585000,GAS,1376
2650,Antwerp,HOUSE,6,1971,749000,FUELOIL,250
2560,Antwerp,HOUSE,2,1948,270000,GAS,759
2930,Antwerp,HOUSE,5,1959,900000,FUELOIL,1800
2300,Antwerp,HOUSE,2,1953,249000,GAS,244
2100,Antwerp,HOUSE,3,1960,329000,GAS,260
2160,Antwerp,HOUSE,4,2005,635000,GAS,441
2360,Antwerp,HOUSE,3,1980,569000,GAS,2006
2360,Antwerp,HOUSE,4,2001,1075000,GAS,1737
2330,Antwerp,HOUSE,2,2022,101870,ELECTRIC,250
2260,Antwerp,HOUSE,2,1978,268000,GAS,1062
2930,Antwerp,HOUSE,1,1955,560000,GAS,142
2170,Antwerp,HOUSE,2,1990,375000,GAS,357
2160,Antwerp,HOUSE,3,1949,329000,GAS,218
2520,Antwerp,HOUSE,3,1960,340000,GAS,206
2160,Antwerp,HOUSE,2,1956,310000,GAS,237
2040,Antwerp,HOUSE,3,1983,315000,GAS,318
2400,Antwerp,HOUSE,3,2003,369000,GAS,600
2470,Antwerp,HOUSE,3,1984,749000,GAS,1750
2840,Antwerp,HOUSE,3,1935,225000,ELECTRIC,298
2060,Antwerp,HOUSE,3,1937,450000,GAS,50
2180,Antwerp,HOUSE,3,1936,335000,GAS,250
2020,Antwerp,HOUSE,5,1952,580000,GAS,120
2930,Antwerp,HOUSE,5,2022,580000,GAS,348
2610,Antwerp,HOUSE,3,1956,315000,GAS,95
2540,Antwerp,HOUSE,4,1983,795000,GAS,1027
2890,Antwerp,HOUSE,3,1950,299000,GAS,202
2340,Antwerp,HOUSE,4,1973,310000,ELECTRIC,669
2480,Antwerp,HOUSE,3,2007,549000,GAS,899
2490,Antwerp,HOUSE,5,1930,1650000,FUELOIL,170000
2800,Antwerp,HOUSE,3,1932,310000,GAS,94
2350,Antwerp,HOUSE,4,2017,945000,GAS,1343
2800,Antwerp,HOUSE,3,1965,548500,GAS,330
2275,Antwerp,HOUSE,10,1977,849000,GAS,839
2870,Antwerp,HOUSE,3,2022,447700,GAS,450
2870,Antwerp,HOUSE,4,1972,538750,FUELOIL,750
2630,Antwerp,HOUSE,3,1977,369000,GAS,242
2980,Antwerp,HOUSE,5,1974,1099000,GAS,1875
2550,Antwerp,HOUSE,4,1963,389000,GAS,184
2160,Antwerp,HOUSE,6,2001,599000,GAS,624
2850,Antwerp,HOUSE,3,2022,370000,GAS,160
2850,Antwerp,HOUSE,3,2022,342000,GAS,160
2160,Antwerp,HOUSE,3,1960,365000,FUELOIL,465
2800,Antwerp,HOUSE,6,1968,495000,GAS,406
2390,Antwerp,HOUSE,3,1991,555555,GAS,1059
2850,Antwerp,HOUSE,3,2022,357000,GAS,160
2221,Antwerp,HOUSE,2,1955,229000,FUELOIL,809
2520,Antwerp,HOUSE,4,1966,495000,GAS,386
2610,Antwerp,HOUSE,3,1933,280000,WOOD,142
2830,Antwerp,HOUSE,4,1965,399000,GAS,497
2880,Antwerp,HOUSE,2,1900,230000,GAS,100
2170,Antwerp,HOUSE,4,1946,295000,GAS,64
2300,Antwerp,HOUSE,5,1978,375000,GAS,481
2870,Antwerp,HOUSE,1,1965,339000,GAS,166
2550,Antwerp,HOUSE,3,2012,675000,GAS,605
2220,Antwerp,HOUSE,4,1972,399000,FUELOIL,798
2180,Antwerp,HOUSE,3,1965,359000,GAS,195
2850,Antwerp,HOUSE,4,1920,313000,GAS,177
2180,Antwerp,HOUSE,4,1904,330000,GAS,271
2382,Antwerp,HOUSE,4,1993,699000,GAS,1400
2180,Antwerp,HOUSE,3,1960,325000,GAS,195
2610,Antwerp,HOUSE,4,1987,489000,GAS,258
2280,Antwerp,HOUSE,5,1854,975000,FUELOIL,2283
2360,Antwerp,HOUSE,2,1972,350000,FUELOIL,625
2970,Antwerp,HOUSE,4,1990,1799000,GAS,3948
2350,Antwerp,HOUSE,3,1952,315000,GAS,575
2531,Antwerp,HOUSE,4,1996,479700,ELECTRIC,1118
2360,Antwerp,HOUSE,4,1998,795000,GAS,1200
2860,Antwerp,HOUSE,3,1978,450000,GAS,1347
2610,Antwerp,HOUSE,5,1962,465000,GAS,189
2400,Antwerp,HOUSE,2,1938,165000,GAS,414
2490,Antwerp,HOUSE,3,1963,280000,GAS,745
2580,Antwerp,HOUSE,3,1957,348000,FUELOIL,523
2340,Antwerp,HOUSE,4,1980,549000,GAS,1150
2300,Antwerp,HOUSE,3,1937,209000,GAS,133
2140,Antwerp,HOUSE,4,1926,349900,GAS,63
2580,Antwerp,HOUSE,4,1972,399000,FUELOIL,798
2275,Antwerp,HOUSE,3,1992,635000,GAS,1574
2940,Antwerp,HOUSE,3,1958,249000,GAS,360
2550,Antwerp,HOUSE,3,1995,474900,GAS,180
2640,Antwerp,HOUSE,4,1949,489000,GAS,220
2610,Antwerp,HOUSE,5,1961,579000,GAS,182
2300,Antwerp,HOUSE,6,1900,1285000,GAS,21777
2500,Antwerp,HOUSE,2,1938,257500,GAS,165
2380,Antwerp,HOUSE,5,1997,514000,GAS,813
2288,Antwerp,HOUSE,3,1973,375000,GAS,573
2520,Antwerp,HOUSE,3,9999,545000,GAS,575
2470,Antwerp,HOUSE,5,1979,625000,GAS,3473
2170,Antwerp,HOUSE,4,1952,349900,GAS,156
2100,Antwerp,HOUSE,6,1959,720000,GAS,214
2018,Antwerp,HOUSE,4,1927,549900,GAS,65
2100,Antwerp,HOUSE,3,1964,399000,GAS,242
2970,Antwerp,HOUSE,3,1967,820000,GAS,500
2040,Antwerp,HOUSE,3,1952,250000,GAS,765
2018,Antwerp,HOUSE,3,2023,640000,GAS,426
2880,Antwerp,HOUSE,3,1972,485000,GAS,544
2850,Antwerp,HOUSE,3,2022,355000,GAS,160
2220,Antwerp,HOUSE,3,1971,448000,FUELOIL,1385
2240,Antwerp,HOUSE,5,1986,779000,GAS,1420
2547,Antwerp,HOUSE,4,1999,549000,GAS,320
2610,Antwerp,HOUSE,5,2004,1995000,GAS,630
2550,Antwerp,HOUSE,5,1970,1185000,FUELOIL,3700
2620,Antwerp,HOUSE,3,1972,159000,GAS,69
2560,Antwerp,HOUSE,3,1961,530000,GAS,622
2650,Antwerp,HOUSE,6,1990,1095000,ELECTRIC,1157
2300,Antwerp,HOUSE,4,1977,345000,ELECTRIC,252
2431,Antwerp,HOUSE,5,2010,649000,GAS,341
2200,Antwerp,HOUSE,4,1979,275000,GAS,518
2300,Antwerp,HOUSE,3,1982,520000,GAS,1440
2230,Antwerp,HOUSE,2,1972,145000,FUELOIL,764
2930,Antwerp,HOUSE,4,1977,1375000,GAS,2130
2940,Antwerp,HOUSE,3,2000,425000,GAS,225
2550,Antwerp,HOUSE,4,1931,369000,GAS,335
2640,Antwerp,HOUSE,3,1993,464000,GAS,237
2430,Antwerp,HOUSE,3,1978,349000,FUELOIL,531
2560,Antwerp,HOUSE,5,1924,274000,GAS,764
2150,Antwerp,HOUSE,3,1970,345000,FUELOIL,198
2290,Antwerp,HOUSE,3,1956,298000,GAS,800
2460,Antwerp,HOUSE,5,1965,445000,FUELOIL,10630
2400,Antwerp,HOUSE,5,1950,499900,ELECTRIC,180
2110,Antwerp,HOUSE,3,1930,315000,GAS,180
2200,Antwerp,HOUSE,5,1978,1375000,FUELOIL,27986
2180,Antwerp,HOUSE,2,1965,315000,GAS,706
2610,Antwerp,HOUSE,3,1959,259000,GAS,75
2240,Antwerp,HOUSE,3,1942,249500,GAS,505
2660,Antwerp,HOUSE,3,1945,259000,GAS,140
2440,Antwerp,HOUSE,3,1950,289000,GAS,527
2910,Antwerp,HOUSE,2,2009,315000,GAS,2976
2100,Antwerp,HOUSE,4,1969,380000,FUELOIL,223
2400,Antwerp,HOUSE,3,1996,495000,GAS,903
2870,Antwerp,HOUSE,3,1931,599000,FUELOIL,644
2970,Antwerp,HOUSE,4,1992,899000,GAS,3348
2500,Antwerp,HOUSE,5,1988,639700,ELECTRIC,703
2390,Antwerp,HOUSE,5,1968,699500,GAS,2279
2590,Antwerp,HOUSE,3,1913,310000,FUELOIL,1247
2830,Antwerp,HOUSE,2,1850,199000,GAS,210
2170,Antwerp,HOUSE,8,1955,599000,GAS,333
2950,Antwerp,HOUSE,3,1997,890000,GAS,1605
2650,Antwerp,HOUSE,3,1958,715000,GAS,315
2560,Antwerp,HOUSE,3,1959,365000,GAS,542
2550,Antwerp,HOUSE,4,1988,649500,GAS,891
2830,Antwerp,HOUSE,5,1918,329000,GAS,160
2610,Antwerp,HOUSE,4,1977,469000,GAS,440
2360,Antwerp,HOUSE,3,1977,309000,GAS,280
2520,Antwerp,HOUSE,4,1963,230000,FUELOIL,1026
2470,Antwerp,HOUSE,3,1976,427000,GAS,1113
2570,Antwerp,HOUSE,3,1931,285000,GAS,197
2500,Antwerp,HOUSE,3,1967,399000,GAS,234
2350,Antwerp,HOUSE,3,1937,349000,GAS,686
2370,Antwerp,HOUSE,3,1974,319000,GAS,266
2600,Antwerp,HOUSE,4,1957,625000,GAS,76
2560,Antwerp,HOUSE,2,1934,289000,GAS,976
2018,Antwerp,HOUSE,6,1929,940000,GAS,75
2100,Antwerp,HOUSE,4,1932,295000,GAS,100
2880,Antwerp,HOUSE,3,1966,449000,ELECTRIC,642
2640,Antwerp,HOUSE,3,1920,375000,GAS,92
2870,Antwerp,HOUSE,3,1989,595000,GAS,1000
2500,Antwerp,HOUSE,4,1850,525000,GAS,421
2520,Antwerp,HOUSE,4,2023,416000,GAS,239
2490,Antwerp,HOUSE,4,1950,339000,GAS,320
2381,Antwerp,HOUSE,5,2022,394605,ELECTRIC,408
2390,Antwerp,HOUSE,3,2000,479000,GAS,853
2180,Antwerp,HOUSE,3,1961,449000,GAS,378
2660,Antwerp,HOUSE,3,2021,616160,GAS,172
2850,Antwerp,HOUSE,3,2022,347000,GAS,160
2000,Antwerp,HOUSE,6,1910,1249000,FUELOIL,160
2300,Antwerp,HOUSE,5,1956,359000,GAS,260
2100,Antwerp,HOUSE,15,1961,1549000,GAS,340
2590,Antwerp,HOUSE,3,1964,287000,GAS,1026
2850,Antwerp,HOUSE,3,1930,250000,GAS,145
2390,Antwerp,HOUSE,5,1984,585000,GAS,1137
2340,Antwerp,HOUSE,5,1962,499000,GAS,1976
2660,Antwerp,HOUSE,3,1973,430000,GAS,93
2242,Antwerp,HOUSE,3,1974,320000,GAS,560
2550,Antwerp,HOUSE,3,1966,295000,GAS,330
2640,Antwerp,HOUSE,4,1953,499000,GAS,240
2970,Antwerp,HOUSE,5,1961,725000,GAS,2387
2600,Antwerp,HOUSE,8,1912,2575000,GAS,399
2280,Antwerp,HOUSE,2,1987,349000,GAS,1334
2520,Antwerp,HOUSE,3,1918,749000,FUELOIL,5808
2110,Antwerp,HOUSE,2,1949,259000,GAS,285
2600,Antwerp,HOUSE,3,1930,435000,GAS,89
2900,Antwerp,HOUSE,4,1953,339000,FUELOIL,240
2381,Antwerp,HOUSE,5,2022,378086,ELECTRIC,408
2580,Antwerp,HOUSE,3,1963,299000,FUELOIL,807
2950,Antwerp,HOUSE,4,1950,389000,GAS,275
2360,Antwerp,HOUSE,5,1994,2200000,GAS,4185
2940,Antwerp,HOUSE,3,1930,200000,GAS,191
2340,Antwerp,HOUSE,3,1994,369500,ELECTRIC,525
2170,Antwerp,HOUSE,5,1960,395000,GAS,125
2220,Antwerp,HOUSE,4,1930,279000,GAS,772
2850,Antwerp,HOUSE,3,2022,366000,GAS,160
2850,Antwerp,HOUSE,3,2022,340000,GAS,160
2950,Antwerp,HOUSE,3,1930,299000,GAS,90
2560,Antwerp,HOUSE,3,1932,399000,GAS,265
2840,Antwerp,HOUSE,3,1960,439000,GAS,800
2270,Antwerp,HOUSE,3,1962,315000,GAS,3565
2600,Antwerp,HOUSE,4,1949,460000,GAS,238
2400,Antwerp,HOUSE,4,1963,290000,FUELOIL,1315
2950,Antwerp,HOUSE,3,2002,289000,GAS,116
2870,Antwerp,HOUSE,3,1948,309000,FUELOIL,540
2600,Antwerp,HOUSE,5,1930,629000,GAS,145
2880,Antwerp,HOUSE,3,1987,675000,ELECTRIC,971
2900,Antwerp,HOUSE,3,2022,647542,GAS,1140
2300,Antwerp,HOUSE,4,1954,269000,ELECTRIC,136
2170,Antwerp,HOUSE,3,1924,239000,GAS,70
2630,Antwerp,HOUSE,3,1955,449000,GAS,570
2830,Antwerp,HOUSE,3,2022,483000,GAS,1368
2980,Antwerp,HOUSE,3,2017,590000,GAS,1248
2845,Antwerp,HOUSE,3,2009,379000,GAS,123
2600,Antwerp,HOUSE,8,1928,2400000,FUELOIL,1432
2300,Antwerp,HOUSE,4,1967,449500,FUELOIL,1158
2491,Antwerp,HOUSE,3,1918,259000,GAS,455
2490,Antwerp,HOUSE,4,2011,339000,GAS,550
2400,Antwerp,HOUSE,3,1935,159000,PELLET,290
2100,Antwerp,HOUSE,3,1977,375000,GAS,201
2100,Antwerp,HOUSE,2,1935,279000,ELECTRIC,137
2381,Antwerp,HOUSE,3,1980,490000,FUELOIL,1984
2850,Antwerp,HOUSE,3,1966,285000,GAS,70
2140,Antwerp,HOUSE,6,1964,729000,FUELOIL,197
2530,Antwerp,HOUSE,4,1978,525000,GAS,910
2390,Antwerp,HOUSE,3,1936,649000,GAS,1521
2870,Antwerp,HOUSE,3,1970,209000,GAS,1552
2350,Antwerp,HOUSE,5,1953,235000,GAS,313
2830,Antwerp,HOUSE,3,1918,460000,GAS,243
2360,Antwerp,HOUSE,2,1975,345000,FUELOIL,958
2300,Antwerp,HOUSE,3,1918,350000,GAS,159
2550,Antwerp,HOUSE,3,1930,430000,GAS,275
2870,Antwerp,HOUSE,2,2021,296000,GAS,847
2440,Antwerp,HOUSE,3,1958,165000,GAS,125
2570,Antwerp,HOUSE,4,1958,399000,GAS,304
2870,Antwerp,HOUSE,2,2021,279000,GAS,740
2970,Antwerp,HOUSE,1,1975,234000,GAS,1374
2040,Antwerp,HOUSE,3,2007,595000,ELECTRIC,690
2590,Antwerp,HOUSE,6,1963,795000,GAS,4905
2590,Antwerp,HOUSE,4,2016,475000,GAS,163
2930,Antwerp,HOUSE,5,1996,895000,FUELOIL,1855
2650,Antwerp,HOUSE,3,1962,410000,GAS,400
2180,Antwerp,HOUSE,4,1953,335000,GAS,402
2300,Antwerp,HOUSE,3,1964,295000,FUELOIL,247
