Unnamed: 0,classified_id,classified_type,classified_price,classified_zip,classified_kitchen_type,classified_building_constructionYear,classified_building_condition,classified_energy_heatingType,classified_certificates_primaryEnergyConsumptionLevel,classified_bedroom_count,classified_land_surface,classified_outdoor_terrace_exists,customer_id
0,10146915.0,apartment,339000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
1,10156372.0,apartment,395000,1140.0,usahyperequipped,2022.0,asnew,gas,54.0,3.0,0.0,True,3845981.0
3,10157770.0,apartment,249000,1800.0,installed,2010.0,good,gas,88.0,2.0,0.0,True,1483.0
4,10157545.0,apartment,325000,8380.0,hyperequipped,1967.0,asnew,gas,99.0,2.0,0.0,True,285802.0
5,10157660.0,apartment,369000,9000.0,usahyperequipped,2007.0,good,gas,127.0,2.0,0.0,True,1989885.0
7,10157565.0,apartment,595000,1040.0,hyperequipped,1964.0,torenovate,gas,453.0,4.0,0.0,True,1355753.0
8,10157563.0,apartment,595000,1040.0,hyperequipped,1964.0,torenovate,gas,453.0,4.0,0.0,True,1355753.0
11,10156769.0,apartment,105000,7500.0,semiequipped,1971.0,torenovate,gas,291.0,2.0,0.0,True,1838305.0
12,10155618.0,apartment,137500,1030.0,installed,2004.0,good,electric,527.0,1.0,0.0,True,3823799.0
13,10156202.0,apartment,169500,4520.0,semiequipped,1969.0,good,gas,244.0,2.0,0.0,True,2222.0
14,10155476.0,apartment,170000,4500.0,installed,2000.0,good,gas,188.0,2.0,0.0,0,2222.0
16,10155629.0,apartment,235000,1000.0,usahyperequipped,2009.0,good,electric,220.0,1.0,0.0,True,3823799.0
18,10155621.0,apartment,265000,1000.0,usahyperequipped,2014.0,good,electric,229.0,2.0,0.0,True,3823799.0
20,10155633.0,apartment,319000,1160.0,usahyperequipped,2001.0,good,electric,232.0,2.0,0.0,True,3823799.0
21,10154548.0,apartment,320000,4000.0,installed,1918.0,asnew,gas,126.0,2.0,0.0,True,999811.0
23,10154732.0,apartment,395000,9000.0,usainstalled,2002.0,good,gas,92.0,2.0,0.0,True,1989885.0
27,10152126.0,apartment,189000,9100.0,usahyperequipped,2019.0,asnew,gas,113.0,1.0,0.0,True,2099369.0
29,10152027.0,apartment,299000,1760.0,usahyperequipped,2003.0,asnew,gas,167.0,3.0,0.0,True,2575488.0
30,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
32,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
34,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
36,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
37,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
38,10153924.0,apartment,310000,9040.0,hyperequipped,2010.0,good,gas,120.0,2.0,0.0,True,348077.0
39,10153732.0,apartment,319000,1060.0,usainstalled,1965.0,good,gas,219.0,1.0,0.0,0,3859291.0
41,10152020.0,apartment,375000,1200.0,hyperequipped,1968.0,good,gas,328.0,2.0,0.0,0,3882700.0
44,10151589.0,apartment,479000,1020.0,hyperequipped,1958.0,asnew,gas,257.0,3.0,0.0,True,208736.0
45,10153854.0,apartment,490000,9070.0,installed,1993.0,good,gas,166.0,2.0,0.0,0,3199932.0
48,10151182.0,apartment,209000,2830.0,installed,2001.0,good,gas,239.0,2.0,0.0,True,3377966.0
49,10151217.0,apartment,245000,2610.0,installed,1970.0,good,gas,329.0,3.0,0.0,True,3885075.0
50,10148922.0,apartment,275000,1020.0,usahyperequipped,1966.0,asnew,gas,514.0,3.0,0.0,True,208736.0
52,10150676.0,apartment,520000,1070.0,installed,1900.0,good,gas,105.0,3.0,0.0,True,2575488.0
53,10147556.0,apartment,79000,5370.0,semiequipped,1995.0,good,electric,311.0,2.0,0.0,0,2778803.0
55,10148143.0,apartment,235000,1070.0,hyperequipped,2009.0,good,gas,114.0,2.0,0.0,True,3760160.0
56,10148104.0,apartment,265000,1070.0,installed,1958.0,good,gas,201.0,2.0,0.0,True,3851729.0
57,10147859.0,apartment,295000,5020.0,usahyperequipped,2019.0,asnew,gas,132.0,2.0,0.0,0,3623946.0
58,10070415.0,apartment,315000,1410.0,installed,1970.0,good,gas,375.0,2.0,0.0,True,2826261.0
59,10147389.0,apartment,335000,2960.0,installed,2010.0,asnew,gas,158.0,2.0,0.0,True,3692659.0
60,10147596.0,apartment,370000,1150.0,installed,1961.0,good,fueloil,219.0,2.0,0.0,0,145409.0
62,10147935.0,apartment,550000,1050.0,hyperequipped,1949.0,asnew,gas,152.0,2.0,0.0,0,3729553.0
64,10157026.0,apartment,320000,9800.0,hyperequipped,2022.0,asnew,gas,0.0,2.0,0.0,True,2118760.0
65,10157028.0,apartment,375000,9800.0,hyperequipped,2022.0,asnew,gas,0.0,2.0,0.0,True,2118760.0
66,10157029.0,apartment,380000,9800.0,hyperequipped,2022.0,asnew,gas,0.0,2.0,0.0,True,2118760.0
67,10157469.0,apartment,279000,1210.0,hyperequipped,1960.0,good,gas,215.0,2.0,0.0,True,3131271.0
68,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
70,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
72,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
74,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
75,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
76,10106543.0,apartment,355000,1000.0,hyperequipped,2019.0,asnew,gas,68.0,2.0,0.0,0,3853829.0
77,10157564.0,apartment,375000,1000.0,usahyperequipped,2017.0,asnew,gas,100.0,2.0,0.0,True,1355753.0
78,10157959.0,apartment,385000,1190.0,usahyperequipped,2011.0,good,gas,85.0,3.0,0.0,True,2575488.0
79,10146795.0,apartment,215000,2100.0,semiequipped,1953.0,justrenovated,gas,136.0,2.0,0.0,0,2675268.0
80,10146530.0,apartment,297000,1200.0,installed,1962.0,asnew,gas,1138.0,1.0,0.0,True,2179039.0
81,10156456.0,apartment,169000,1000.0,installed,2013.0,good,electric,241.0,0.0,0.0,0,3823799.0
82,10156318.0,apartment,260000,1170.0,semiequipped,1970.0,good,gas,275.0,1.0,0.0,True,3830374.0
83,10154630.0,apartment,489000,1190.0,usahyperequipped,1927.0,justrenovated,gas,224.0,1.0,0.0,0,1942392.0
84,10154631.0,apartment,699000,1190.0,usahyperequipped,1927.0,justrenovated,gas,198.0,2.0,0.0,0,1942392.0
85,10154632.0,apartment,749000,1190.0,usahyperequipped,1927.0,justrenovated,gas,231.0,2.0,0.0,0,1942392.0
87,10145899.0,apartment,195000,2020.0,installed,1958.0,good,electric,262.0,2.0,0.0,0,1237655.0
88,10145897.0,apartment,225000,2660.0,installed,2009.0,asnew,gas,146.0,2.0,0.0,True,1237655.0
89,10146186.0,apartment,275000,1040.0,installed,1910.0,tobedoneup,gas,251.0,1.0,0.0,True,1731013.0
90,10145269.0,apartment,275000,1200.0,hyperequipped,1970.0,asnew,gas,149.0,1.0,0.0,True,2305.0
92,10152425.0,apartment,259000,1210.0,usahyperequipped,1950.0,justrenovated,gas,12.0,2.0,0.0,0,668607.0
93,10153863.0,apartment,270000,1040.0,hyperequipped,1960.0,justrenovated,gas,267.0,1.0,0.0,True,1942392.0
94,10151669.0,apartment,399000,1200.0,installed,1992.0,good,gas,206.0,2.0,0.0,True,145409.0
95,10151613.0,apartment,460000,1040.0,semiequipped,1933.0,good,gas,245.0,2.0,0.0,True,1942392.0
96,10153836.0,apartment,495000,8793.0,installed,2018.0,good,gas,77.0,2.0,0.0,True,2289068.0
99,10157772.0,apartment,249000,1800.0,installed,1850.0,good,gas,145.0,1.0,0.0,True,1483.0
101,10143541.0,apartment,220000,1020.0,semiequipped,1970.0,asnew,gas,143.0,1.0,0.0,True,3854704.0
102,10143954.0,apartment,225000,2660.0,installed,1996.0,asnew,gas,128.0,2.0,0.0,True,1237655.0
104,10143801.0,apartment,370000,9000.0,hyperequipped,2013.0,justrenovated,gas,129.0,3.0,0.0,0,348077.0
106,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
108,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
110,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
112,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
113,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
116,10155859.0,apartment,230000,1400.0,notinstalled,1955.0,torenovate,gas,404.0,4.0,0.0,True,3530190.0
117,10110541.0,apartment,249000,8490.0,installed,2014.0,good,gas,114.0,2.0,0.0,True,3878559.0
119,10156437.0,apartment,285000,8790.0,installed,1992.0,good,gas,139.0,2.0,0.0,True,2289068.0
125,10141426.0,apartment,145000,4540.0,installed,1994.0,good,electric,178.0,1.0,0.0,True,2222.0
126,10142206.0,apartment,215000,1050.0,semiequipped,1923.0,good,gas,213.0,1.0,0.0,0,2575488.0
129,10052020.0,apartment,249000,1200.0,installed,1956.0,tobedoneup,gas,341.0,1.0,0.0,0,145409.0
132,10140583.0,apartment,340000,1200.0,semiequipped,1964.0,good,gas,255.0,3.0,0.0,True,145409.0
133,10130388.0,apartment,375000,9800.0,hyperequipped,2022.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
134,10142174.0,apartment,410000,3010.0,installed,2007.0,good,gas,209.0,2.0,0.0,True,751548.0
136,10148189.0,apartment,180000,9000.0,semiequipped,1993.0,good,electric,363.0,1.0,0.0,0,3835654.0
137,10146858.0,apartment,189000,1180.0,installed,1975.0,asnew,electric,231.0,1.0,0.0,0,3860091.0
138,10146820.0,apartment,340000,1050.0,hyperequipped,2022.0,asnew,gas,91.0,1.0,0.0,0,2475430.0
139,10146817.0,apartment,435000,1050.0,hyperequipped,2022.0,asnew,gas,84.0,1.0,0.0,0,2475430.0
140,10146818.0,apartment,470000,1050.0,hyperequipped,2022.0,asnew,gas,93.0,1.0,0.0,True,2475430.0
141,10146819.0,apartment,495000,1050.0,hyperequipped,2022.0,asnew,gas,113.0,2.0,0.0,True,2475430.0
142,10146816.0,apartment,645000,1050.0,hyperequipped,2022.0,asnew,gas,107.0,2.0,0.0,True,2475430.0
143,10157027.0,apartment,230000,9800.0,hyperequipped,2022.0,asnew,gas,0.0,1.0,0.0,True,2118760.0
144,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
146,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
148,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
150,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
151,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
152,10157025.0,apartment,370000,9800.0,hyperequipped,2022.0,asnew,gas,0.0,2.0,0.0,True,2118760.0
153,10157020.0,apartment,437000,9810.0,hyperequipped,2023.0,asnew,gas,0.0,3.0,0.0,True,2118760.0
154,10152845.0,apartment,285000,5030.0,installed,2006.0,good,gas,110.0,2.0,0.0,True,3692030.0
155,10152533.0,apartment,295000,1850.0,installed,1995.0,justrenovated,gas,282.0,2.0,0.0,True,3629223.0
156,10046455.0,apartment,299000,2830.0,hyperequipped,1997.0,good,gas,173.0,2.0,0.0,True,459890.0
157,10084941.0,apartment,220000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,1.0,0.0,True,1989885.0
158,10138456.0,apartment,225000,9260.0,installed,2017.0,asnew,gas,125.0,1.0,0.0,True,1989885.0
159,10084890.0,apartment,254000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,1.0,0.0,True,1989885.0
161,10084884.0,apartment,259000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,1.0,0.0,True,1989885.0
162,10084865.0,apartment,280000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
163,10084862.0,apartment,280000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
164,10084860.0,apartment,280000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
165,10084867.0,apartment,287500,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
166,9966662.0,apartment,310000,1200.0,usahyperequipped,1976.0,justrenovated,gas,228.0,3.0,0.0,True,3623946.0
167,10138534.0,apartment,310000,3010.0,semiequipped,1993.0,good,gas,238.0,2.0,0.0,True,1000159.0
168,10084889.0,apartment,317500,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
169,10084887.0,apartment,320000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
170,10084943.0,apartment,335000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
171,10084891.0,apartment,345000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,3.0,0.0,True,1989885.0
172,10084885.0,apartment,349000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,3.0,0.0,True,1989885.0
173,10084882.0,apartment,349000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
174,10084886.0,apartment,350000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,3.0,0.0,True,1989885.0
176,10084892.0,apartment,355000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
177,10084888.0,apartment,360000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,3.0,0.0,True,1989885.0
178,10140213.0,apartment,390000,1970.0,usainstalled,1973.0,justrenovated,fueloil,176.0,2.0,0.0,True,3884312.0
179,10084883.0,apartment,399000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
180,10084858.0,apartment,415000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,3.0,0.0,True,1989885.0
181,10084857.0,apartment,420000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,3.0,0.0,True,1989885.0
182,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
184,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
186,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
188,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
189,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
191,10084942.0,apartment,465000,9890.0,hyperequipped,2021.0,asnew,gas,1.0,2.0,0.0,True,1989885.0
192,10138633.0,apartment,595000,1200.0,usahyperequipped,2008.0,asnew,gas,122.0,3.0,0.0,True,2538985.0
193,9592954.0,apartment,675000,1000.0,hyperequipped,2019.0,asnew,gas,40.0,2.0,0.0,True,1731013.0
194,9996903.0,apartment,695000,1050.0,notinstalled,2022.0,justrenovated,gas,40.0,2.0,0.0,True,1731013.0
197,10144273.0,apartment,260000,1090.0,installed,1969.0,good,gas,700.0,2.0,0.0,True,3875698.0
198,10146804.0,apartment,180000,9000.0,semiequipped,1993.0,good,electric,363.0,1.0,0.0,0,3835654.0
199,10137075.0,apartment,89000,4500.0,semiequipped,1980.0,tobedoneup,gas,436.0,0.0,0.0,0,2222.0
201,10137594.0,apartment,195000,1030.0,usasemiequipped,1967.0,justrenovated,gas,402.0,1.0,0.0,True,2305.0
204,10137385.0,apartment,275000,1000.0,hyperequipped,1970.0,tobedoneup,gas,237.0,2.0,0.0,True,2575488.0
206,10156098.0,apartment,165000,8000.0,0,1850.0,justrenovated,electric,295.0,1.0,0.0,0,2949742.0
207,10156099.0,apartment,175000,8000.0,0,1850.0,justrenovated,electric,329.0,1.0,0.0,0,2949742.0
209,10146026.0,apartment,180000,1140.0,installed,1975.0,tobedoneup,gas,245.0,1.0,0.0,0,3406569.0
213,10134010.0,apartment,159000,6800.0,semiequipped,1980.0,good,fueloil,393.0,2.0,0.0,True,3346893.0
216,10134348.0,apartment,225000,2200.0,installed,1973.0,justrenovated,gas,144.0,2.0,0.0,True,2210171.0
217,10135265.0,apartment,235200,2860.0,semiequipped,2000.0,good,gas,144.0,2.0,0.0,0,87803.0
218,10134714.0,apartment,255000,1200.0,installed,2010.0,asnew,gas,127.0,1.0,0.0,True,3623946.0
219,10134345.0,apartment,273000,2860.0,semiequipped,2000.0,good,gas,134.0,3.0,0.0,True,87803.0
220,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
222,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
224,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
226,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
227,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
228,10133958.0,apartment,320000,1200.0,hyperequipped,1953.0,justrenovated,fueloil,203.0,1.0,0.0,True,1355753.0
229,10134100.0,apartment,465000,9820.0,installed,2012.0,good,gas,117.0,2.0,0.0,0,3835654.0
232,10157012.0,apartment,342175,9770.0,installed,2022.0,asnew,gas,0.0,3.0,0.0,True,2118760.0
233,10153246.0,apartment,379000,1030.0,notinstalled,1961.0,torenovate,gas,0.0,2.0,0.0,True,1229100.0
234,10153247.0,apartment,379000,1200.0,notinstalled,1961.0,torenovate,gas,0.0,2.0,0.0,True,1229100.0
235,10145548.0,apartment,214900,6800.0,0,2023.0,asnew,gas,85.0,2.0,0.0,True,3346893.0
236,10145547.0,apartment,229900,6890.0,0,2022.0,asnew,gas,119.0,2.0,0.0,True,3346893.0
237,10143355.0,apartment,180000,1180.0,hyperequipped,1973.0,good,gas,88.0,0.0,0.0,0,1699105.0
238,10142974.0,apartment,192500,1030.0,usainstalled,1936.0,justrenovated,gas,144.0,1.0,0.0,True,2161.0
239,10142946.0,apartment,280000,1000.0,installed,1975.0,good,gas,199.0,2.0,0.0,True,145409.0
240,10142945.0,apartment,290000,1030.0,notinstalled,1920.0,torenovate,gas,243.0,2.0,0.0,0,145409.0
241,10144016.0,apartment,455000,1180.0,installed,1980.0,tobedoneup,gas,244.0,3.0,0.0,True,3830374.0
242,10143662.0,apartment,455000,1180.0,installed,1980.0,tobedoneup,gas,244.0,2.0,0.0,True,3830374.0
243,10132395.0,apartment,520000,1140.0,usahyperequipped,2022.0,asnew,gas,52.0,3.0,0.0,True,2352.0
245,10146392.0,apartment,270000,6700.0,semiequipped,1984.0,good,gas,259.0,3.0,0.0,True,695471.0
248,10107002.0,apartment,140000,4431.0,semiequipped,1950.0,good,electric,847.0,2.0,0.0,0,1701.0
249,10156761.0,apartment,230000,1080.0,semiequipped,1987.0,tobedoneup,gas,325.0,2.0,0.0,True,1483.0
254,10155526.0,apartment,275000,1090.0,usahyperequipped,0.0,asnew,gas,166.0,2.0,0.0,0,3046939.0
256,10156538.0,apartment,295000,2930.0,installed,1956.0,good,gas,363.0,3.0,0.0,True,3692659.0
257,10156889.0,apartment,295000,8370.0,installed,1975.0,good,gas,269.0,2.0,0.0,True,2759428.0
258,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
260,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
262,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
264,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
265,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
266,10155998.0,apartment,349000,2580.0,installed,2014.0,good,gas,101.0,2.0,0.0,True,246833.0
268,9933883.0,apartment,185000,1080.0,notinstalled,1925.0,torenovate,gas,430.0,4.0,0.0,0,2895200.0
269,10142647.0,apartment,199990,1070.0,semiequipped,1968.0,tobedoneup,gas,950.0,3.0,0.0,True,3068837.0
270,10142404.0,apartment,255000,1070.0,usasemiequipped,2020.0,asnew,gas,90.0,1.0,0.0,True,2475430.0
271,10142522.0,apartment,285000,1000.0,usauninstalled,1890.0,justrenovated,gas,240.0,1.0,0.0,0,2078276.0
272,10140627.0,apartment,395000,1050.0,usasemiequipped,1900.0,good,gas,237.0,2.0,0.0,0,1942392.0
277,10133244.0,apartment,414355,1030.0,installed,1965.0,justrenovated,fueloil,111.0,2.0,0.0,True,1229100.0
278,10133247.0,apartment,426205,1030.0,installed,1965.0,justrenovated,fueloil,111.0,2.0,0.0,True,1229100.0
279,10133248.0,apartment,458150,1030.0,installed,1965.0,justrenovated,fueloil,111.0,2.0,0.0,True,1229100.0
280,10133242.0,apartment,458150,1030.0,installed,1965.0,justrenovated,fueloil,111.0,2.0,0.0,True,1229100.0
281,10148022.0,apartment,215000,8790.0,0,1997.0,good,gas,181.0,2.0,0.0,True,2289068.0
282,10148021.0,apartment,215000,8790.0,0,1997.0,good,gas,181.0,2.0,0.0,True,2289068.0
283,10106541.0,apartment,259000,1150.0,notinstalled,1932.0,good,gas,257.0,2.0,0.0,True,3856309.0
286,10152813.0,apartment,520000,1200.0,usahyperequipped,2013.0,asnew,gas,71.0,3.0,0.0,True,1584.0
287,10152028.0,apartment,599000,1180.0,usahyperequipped,2012.0,asnew,gas,162.0,2.0,0.0,True,2575488.0
288,10088030.0,apartment,210000,1090.0,usahyperequipped,2021.0,asnew,gas,80.0,0.0,0.0,0,2890241.0
289,9091312.0,apartment,245000,1090.0,hyperequipped,2014.0,asnew,gas,68.0,1.0,0.0,True,3681866.0
290,9303319.0,apartment,259000,1210.0,usahyperequipped,1950.0,justrenovated,gas,237.0,2.0,0.0,0,668607.0
291,10109928.0,apartment,265000,1000.0,hyperequipped,2025.0,asnew,gas,44.0,1.0,0.0,True,2575488.0
292,10138245.0,apartment,265000,8790.0,0,1999.0,good,electric,240.0,3.0,0.0,True,2289068.0
293,10126217.0,apartment,269000,1300.0,usahyperequipped,2022.0,asnew,gas,93.0,1.0,0.0,True,3675575.0
294,10067351.0,apartment,295000,1050.0,usahyperequipped,2022.0,asnew,gas,46.0,0.0,0.0,0,1364801.0
295,10126219.0,apartment,299000,1300.0,usahyperequipped,2022.0,asnew,gas,93.0,1.0,0.0,True,3675575.0
296,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
298,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
300,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
302,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
303,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
304,10107224.0,apartment,312000,1000.0,usainstalled,2025.0,asnew,gas,40.0,2.0,0.0,True,2575488.0
305,10107510.0,apartment,325000,1000.0,hyperequipped,2025.0,asnew,gas,33.0,2.0,0.0,True,2575488.0
306,10090813.0,apartment,328500,5100.0,notinstalled,2020.0,asnew,gas,92.0,3.0,0.0,True,1912369.0
307,10109927.0,apartment,358000,1000.0,hyperequipped,2025.0,asnew,gas,44.0,2.0,0.0,True,2575488.0
308,10139971.0,apartment,360000,1000.0,usahyperequipped,2000.0,good,gas,95.0,2.0,0.0,True,3880668.0
309,10008399.0,apartment,375000,1000.0,usahyperequipped,2021.0,asnew,gas,46.0,1.0,0.0,0,1364801.0
310,10138809.0,apartment,375000,1180.0,usainstalled,1974.0,good,gas,126.0,2.0,0.0,0,1699105.0
311,10126205.0,apartment,375000,1380.0,usahyperequipped,2017.0,asnew,gas,169.0,2.0,0.0,True,3675575.0
312,10098821.0,apartment,379000,1090.0,hyperequipped,2022.0,asnew,gas,39.3,3.0,0.0,True,3851729.0
313,10126204.0,apartment,385000,1380.0,usahyperequipped,2017.0,asnew,gas,170.0,2.0,0.0,True,3675575.0
314,10107226.0,apartment,394000,1000.0,usainstalled,2025.0,asnew,gas,44.0,2.0,0.0,True,2575488.0
315,9890718.0,apartment,395000,1180.0,hyperequipped,2017.0,asnew,gas,56.0,1.0,0.0,True,1731013.0
316,9960703.0,apartment,430000,1500.0,usainstalled,2022.0,asnew,gas,55.0,3.0,0.0,True,2575488.0
317,10126213.0,apartment,445000,1410.0,notinstalled,2014.0,asnew,gas,109.0,3.0,0.0,True,3675575.0
318,9978881.0,apartment,450000,1000.0,usahyperequipped,2022.0,asnew,gas,46.0,2.0,0.0,True,1364801.0
319,10062944.0,apartment,450000,1130.0,usahyperequipped,2020.0,asnew,gas,82.0,3.0,0.0,True,2352.0
320,10109929.0,apartment,482000,1000.0,hyperequipped,2025.0,asnew,gas,44.0,3.0,0.0,True,2575488.0
321,10125915.0,apartment,495000,1140.0,usahyperequipped,2022.0,asnew,gas,57.0,2.0,0.0,True,2352.0
322,9910182.0,apartment,515000,1000.0,usahyperequipped,2022.0,asnew,gas,20.0,3.0,0.0,True,2575488.0
323,9908113.0,apartment,525000,1000.0,usahyperequipped,2022.0,asnew,gas,20.0,3.0,0.0,True,2575488.0
324,9910183.0,apartment,540000,1000.0,usahyperequipped,2022.0,asnew,gas,20.0,3.0,0.0,True,2575488.0
325,10098822.0,apartment,559000,1090.0,usahyperequipped,2022.0,asnew,gas,36.68,3.0,0.0,True,3851729.0
326,9908132.0,apartment,560000,1000.0,usahyperequipped,2022.0,asnew,gas,20.0,3.0,0.0,True,2575488.0
327,9988601.0,apartment,570000,1200.0,usahyperequipped,2023.0,asnew,gas,55.0,2.0,0.0,True,1364801.0
328,9646602.0,apartment,575000,1000.0,usahyperequipped,2020.0,asnew,gas,5.0,3.0,0.0,True,2575488.0
329,9853080.0,apartment,650000,1040.0,usahyperequipped,1912.0,asnew,gas,140.0,2.0,0.0,True,1942392.0
330,10117637.0,apartment,699000,9300.0,installed,1996.0,good,gas,160.0,3.0,0.0,True,3652590.0
331,10107513.0,apartment,720000,1000.0,hyperequipped,2025.0,asnew,gas,44.0,3.0,0.0,True,2575488.0
332,10109932.0,apartment,745000,1000.0,hyperequipped,2025.0,asnew,gas,44.0,3.0,0.0,True,2575488.0
333,10046452.0,apartment,795000,1200.0,usahyperequipped,2023.0,asnew,gas,55.0,3.0,0.0,True,1364801.0
334,10158182.0,house,240000,5300.0,installed,0.0,justrenovated,fueloil,299.0,2.0,300.0,True,1629111.0
336,10158172.0,apartment,260000,8870.0,installed,2020.0,good,gas,47.0,2.0,0.0,True,187341.0
338,10158153.0,house,445000,1410.0,hyperequipped,1973.0,good,electric,555.0,2.0,681.0,True,1628452.0
340,9641565.0,house,184000,2550.0,0,0.0,good,gas,0.0,5.0,155.0,True,3160564.0
341,10121293.0,house,275000,1420.0,0,0.0,torenovate,fueloil,515.0,2.0,207.0,0,1790430.0
347,10132758.0,apartment,174900,6800.0,installed,2021.0,asnew,gas,72.0,1.0,0.0,True,3346893.0
348,10143596.0,apartment,269000,1070.0,hyperequipped,1966.0,asnew,gas,307.0,3.0,0.0,True,3854704.0
